,ktest,p-value,p-value_adj,cluster
ANK1,67.12380739458611,9.180114073625853e-14,9.818303822059735e-13,1
FAM13A,2.8479527291458115,0.5835839018094353,0.921205843424523,1
ENSGALG00000042151,0.052045010848207326,0.9996672315748137,1.0,1
WASHC3,37.62264641672479,1.340477771144877e-07,8.704401111330369e-07,4
C3H6ORF203,1.0317899598885156,0.904937888104006,1.0,2
MAP4K3,5.688489754453801,0.22365117745516072,0.45182056051547625,1
RASA3,32.143409894929086,1.7882330726304547e-06,1.0366568536988142e-05,1
ZDHHC4,17.243340453526557,0.001733431417039546,0.00636528080729852,1
E2F5,0.542287732109894,0.9692558285142916,1.0,4
PTAFR,106.11708865562142,4.895886347340162e-22,7.532132842061787e-21,1
UMPS,2.344921359013447,0.6726028780423754,1.0,1
DTWD2,49.134847285817855,5.472558905321454e-10,4.65749694069911e-09,1
ENSGALG00000043765,17.851418871532417,0.0013193961197851172,0.004941558501067854,4
KMT2E,3.494137988221099,0.478770235917347,0.8061758769122238,1
GIN1,11.953106229452546,0.01770340751378439,0.05069071933719724,1
AIFM2,0.42804967306340447,0.9801166481507944,1.0,1
TMEM71,0.13778015465009413,0.9977332947233822,1.0,1
DCAF5,0.20544495296876641,0.9950718078109709,1.0,1
ENSGALG00000053675,2.6247981423771605,0.6224365854297567,0.9627789411133126,4
HSPB3,13.987926061686977,0.007333690615538116,0.022810857280056347,1
CASP18,0.05431352667447202,0.9996378635509696,1.0,1
GNE,1.5800354405624146,0.8123758301571102,1.0,1
PTPN1,15.569281631200658,0.0036550848148277494,0.012227377373936827,0
DCX,14.19467006635476,0.006698979792980811,0.021065974191763558,1
POLA1,4.6095229143267,0.32975769136672356,0.6095336254468088,1
SLC25A16,1.46793729853333,0.8323053892853235,1.0,1
PPM1K,70.26293335269952,1.9974847504699794e-14,2.2318265368379658e-13,1
MIEF2,1.8805539348511184,0.7577162999832776,1.0,1
PSMC6,39.7429563886649,4.8919260288491864e-08,3.350634266335059e-07,1
TXNRD1,0.007119961253653087,0.9999936782880035,1.0,0
PLXNB2,20.813406011676708,0.00034481523322495335,0.0014189927293207956,1
NENF,1.3992095617610827,0.8443323868084474,1.0,0
TKT,4.485167597518776,0.34430984389330466,0.628055643511528,1
ITPRID2,0.3846069214439399,0.9837176704866641,1.0,0
RPS24,15.102691775436703,0.004492898663794122,0.014682675371876213,4
PHF3,35.14183122613037,4.343918053147571e-07,2.723459594449888e-06,4
ENSGALG00000053765,0.02250959537207866,0.9999371379816938,1.0,1
C13H5orf15,8.842166596372724,0.06516794108058939,0.15779162489246826,0
SPDL1,2.482193273830072,0.6478271767179694,0.98617222552023,1
ZNF512,4.319741788035834,0.36445954418730914,0.6537390927126621,1
ABCC4,6.154704565003877,0.18788889871685022,0.39348460464261825,1
GABARAPL1,6.109020018011657,0.1911531834099108,0.3999020573429096,4
MAD2L1,1.1361479474210427,0.8884953403660373,1.0,4
DLST,2027.2289719303392,0.0,0.0,1
EIF4G2,0.03919800510660066,0.9998104306640246,1.0,0
ENSGALG00000001525,8.789498477274634,0.06658185930582214,0.1601981792078614,4
SEMA4B,1.5003649696761348,0.8265768155306916,1.0,4
ENSGALG00000006292,18.224736222353506,0.0011153256309241147,0.004208775965751376,1
INO80D,1.2490093726851659,0.8699654981410911,1.0,1
ADCY9,4.767579090463825,0.31198714418800627,0.582065567514937,1
HOXD8,22.22836532236947,0.00018049530813877104,0.0007729991783245012,0
DIPK1B,0.14990306844255308,0.9973276190810667,1.0,2
ABCA1,837.2640226351375,6.505731678578661e-180,1.3011463357157323e-177,1
MPV17L2,18.22882402874541,0.0011132733097540602,0.004208775965751376,4
ENSGALG00000016217,103.77447165654317,1.545292396222945e-21,2.3413521154893106e-20,1
ENSGALG00000007646,41.81438914496559,1.8226678394422958e-08,1.2883257435980876e-07,1
ITGA4,11.560677302037814,0.020935445453909976,0.05847889791594966,1
ENSGALG00000043130,9.654015945813128,0.0466769731375889,0.11846947496849976,1
PSME3,0.1752634360584811,0.9963774559458052,1.0,1
SMIM8,1.033353027399004,0.9046971095548247,1.0,0
ARMC8,28.390462534387467,1.0394334904136732e-05,5.456343781699072e-05,4
SLC10A4,71.68119491429111,1.0021966828275879e-14,1.1388598668495317e-13,1
SETD7,16.26056958378029,0.0026887257276627663,0.009417603249256624,1
ENSGALG00000046731,2.315105944548357,0.6780201471100076,1.0,1
MAPK14,1.479639082981594,0.8302419244429331,1.0,2
PBX3,4.378480441772927,0.3572006866287698,0.6447665823624004,4
SMC4,0.06048216280506175,0.9995518535130913,1.0,1
YTHDC1,4.569908609474425,0.33433842075957226,0.6157245317855843,1
ENSGALG00000001948,109.86314263104653,7.783567853801954e-23,1.235486960920945e-21,1
CCDC127,0.5997629348365954,0.9630900265717979,1.0,1
CAPN11,0.5584614962668819,0.9675658166155631,1.0,0
CD38,14.778358900684538,0.005183697182236783,0.0166678365988321,1
ATRX,45.52682366534887,3.0894747236369986e-09,2.4231174303035284e-08,1
RNPC3,1.6833355765310531,0.7937424659656906,1.0,1
IDH1,10.385497426771911,0.034411321059975894,0.09164133438076137,2
INSIG1,92.63190389768894,3.6328312654158764e-19,4.9764811855012e-18,4
WDCP,5.037626569948076,0.283458518099378,0.5456526833191299,1
RIC1,0.9584217106144719,0.9160337082280332,1.0,1
ZPR1,2.693241901247561,0.6103977100471352,0.9485589899722381,1
SMYD3,0.24714869650698093,0.9929654965382445,1.0,1
CCNL1,19.085185611925194,0.0007562267474004676,0.0029540107320330765,1
ENSGALG00000049374,3.3302989636150637,0.5041460177927013,0.8321955806141499,1
LYPLAL1,4.262595116601216,0.37163240038300516,0.6630372888189209,1
VEZT,2.220747739095678,0.6952326450184537,1.0,4
RIOK3,1.8448751876287222,0.7642627518566969,1.0,1
KCNN2,209.1907609833247,3.9668733893231483e-44,1.5556366232639795e-42,1
PSTPIP1,1.1092860986075845,0.8927960779782529,1.0,1
MSL3,0.017179140594759407,0.9999633202103807,1.0,1
EXOC3,8.89667059362057,0.06373475983589377,0.154883985020398,4
WDR43,12.837550516238377,0.012097441752860158,0.035791247789527095,1
SRSF6,20.682652842771176,0.0003660014870657103,0.0014938836206763687,4
MMAA,10.450549221984401,0.0334850216387274,0.08941260784706917,1
MADPRT1,23.84703384073373,8.57162400401114e-05,0.0003878562897742597,4
NAMPTP1,2.1191227058094717,0.7138600614201253,1.0,4
GABRA1,1.2929789396357811,0.8625656280325686,1.0,1
PARP12,27.289684532453563,1.7370207072821856e-05,8.862350547358089e-05,4
DUSP1,8.289656015903157,0.08152577360359645,0.1925047782847614,0
GLMN,0.6062997615546033,0.9623610741416811,1.0,1
FAM214A,27.35991129589167,1.6811075278014754e-05,8.599015487475578e-05,0
GNB4,0.20537545727418094,0.9950750282543294,1.0,1
DHX40,61.61113598831939,1.3298876837823476e-12,1.3365705364646708e-11,1
MLH1,38.0722785619924,1.082739038140495e-07,7.170457206228443e-07,1
FGFR1OP2,4.912937676240771,0.296347852521491,0.5633989591663328,1
LTN1,8.31536176672794,0.08068570587426246,0.19074634958454484,4
FBXW2,0.18500759246430998,0.9959764428457485,1.0,1
ARHGAP19,44.05041192128936,6.262937996278339e-09,4.708975937051382e-08,1
CHIC2,3.8874217412409067,0.42145600496951574,0.7350294753720966,1
CCDC66,8.32501997839995,0.08037218696149351,0.19023002831122723,1
RBM24,0.08734286206403377,0.9990737169248778,1.0,0
